From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
H6C1X7	H6C1X7	unreviewed	H6C1X7_EXODN	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	HMPREF1120_06668	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	335	pantothenate biosynthetic process [GO:0015940]		2-dehydropantoate 2-reductase activity [GO:0008677]	GO:0008677; GO:0015940
A0A1D6HM12	A0A1D6HM12	unreviewed	A0A1D6HM12_MAIZE	isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)	ZEAMMB73_Zm00001d018274	Zea mays (Maize)	1058	isoleucyl-tRNA aminoacylation [GO:0006428]; post-embryonic development [GO:0009791]; reproductive structure development [GO:0048608]		aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0006428; GO:0009791; GO:0048608
A0A194WT92	A0A194WT92	unreviewed	A0A194WT92_9HELO	Uncharacterized protein	LY89DRAFT_654901	Mollisia scopiformis	392			oxidoreductase activity [GO:0016491]	GO:0016491
U5W7U1	U5W7U1	unreviewed	U5W7U1_9ACTN	FAD:protein FMN transferase (EC 2.7.1.180)	AFR_34020	Actinoplanes friuliensis DSM 7358	249	protein flavinylation [GO:0017013]		metal ion binding [GO:0046872]; transferase activity [GO:0016740]	GO:0016740; GO:0017013; GO:0046872
A0A0A3BA31	A0A0A3BA31	unreviewed	A0A0A3BA31_9PAST	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	OA57_06200	Chelonobacter oris	347	protein flavinylation [GO:0017013]	plasma membrane [GO:0005886]	metal ion binding [GO:0046872]; transferase activity [GO:0016740]	GO:0005886; GO:0016740; GO:0017013; GO:0046872
A0A1G8U258	A0A1G8U258	unreviewed	A0A1G8U258_9ACTN	Ankyrin repeat	SAMN05421806_101584	Streptomyces indicus	287				
A0A1G5QG75	A0A1G5QG75	unreviewed	A0A1G5QG75_9MICC	GAF domain-containing protein	SAMN02799638_02945	Arthrobacter sp. UNCCL28	260			RNA binding [GO:0003723]	GO:0003723
I1CV42	I1CV42	unreviewed	I1CV42_RHIO9	2-dehydropantoate 2-reductase	RO3G_17193	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	464	pantothenate biosynthetic process [GO:0015940]; protein-containing complex assembly [GO:0065003]	mitochondrion [GO:0005739]	2-dehydropantoate 2-reductase activity [GO:0008677]	GO:0005739; GO:0008677; GO:0015940; GO:0065003
V6IY11	V6IY11	unreviewed	V6IY11_9BACL	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	P343_06715	Sporolactobacillus laevolacticus DSM 442	309	pantothenate biosynthetic process [GO:0015940]		2-dehydropantoate 2-reductase activity [GO:0008677]	GO:0008677; GO:0015940
A0A1T0AT12	A0A1T0AT12	unreviewed	A0A1T0AT12_9PAST	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	B0187_04545	Haemophilus paracuniculus	344	protein flavinylation [GO:0017013]	plasma membrane [GO:0005886]	metal ion binding [GO:0046872]; transferase activity [GO:0016740]	GO:0005886; GO:0016740; GO:0017013; GO:0046872
A0A1J5MNH0	A0A1J5MNH0	unreviewed	A0A1J5MNH0_9GAMM	Aminoglycoside phosphotransferase domain-containing protein	BM565_05870	Gammaproteobacteria bacterium MedPE	333				
L5MDV8	L5MDV8	unreviewed	L5MDV8_MYODS	Autophagy-related protein 9	MDA_GLEAN10018587	Myotis davidii (David's myotis)	557	autophagy [GO:0006914]; lipid transport [GO:0006869]	phagophore assembly site membrane [GO:0034045]	ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0005524; GO:0006869; GO:0006914; GO:0034045
A0A0F4GIS9	A0A0F4GIS9	unreviewed	A0A0F4GIS9_9PEZI	Phosphotransferase enzyme family protein	TI39_contig505g00014	Zymoseptoria brevis	288			transferase activity [GO:0016740]	GO:0016740
B0CTI3	B0CTI3	unreviewed	B0CTI3_LACBS	Predicted protein	LACBIDRAFT_153780	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) (Bicoloured deceiver) (Laccaria laccata var. bicolor)	158				
A0A0Q4IID6	A0A0Q4IID6	unreviewed	A0A0Q4IID6_9SPHN	Aminoglycoside phosphotransferase domain-containing protein	ASE85_14040	Sphingobium sp. Leaf26	350				
R5PVV8	R5PVV8	unreviewed	R5PVV8_9FIRM	STAS domain protein	BN766_01336	Ruminococcus sp. CAG:724	394				
L1KXH8	L1KXH8	unreviewed	L1KXH8_9ACTN	Phosphotransferase enzyme family protein	STRIP9103_09258	Streptomyces ipomoeae 91-03	305			transferase activity [GO:0016740]	GO:0016740
D5ULG6	D5ULG6	unreviewed	D5ULG6_CELFN	Aminoglycoside phosphotransferase	Cfla_1104	Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134)	330			transferase activity [GO:0016740]	GO:0016740
A0A099L5Z6	A0A099L5Z6	unreviewed	A0A099L5Z6_9GAMM	Aminoglycoside phosphotransferase domain-containing protein	ND16A_0688	Thalassotalea sp. ND16A	282				
A0A086GUZ1	A0A086GUZ1	unreviewed	A0A086GUZ1_STRSC	Kinase	IQ62_20385	Streptomyces scabiei	310	protein phosphorylation [GO:0006468]; secondary metabolic process [GO:0019748]		kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]	GO:0006468; GO:0016301; GO:0016773; GO:0019748
A0A2G1VFM5	A0A2G1VFM5	unreviewed	A0A2G1VFM5_9GAMM	Aminoglycoside phosphotransferase domain-containing protein	CLH62_08125	Marinobacter guineae	529				
A0A1C2HZ10	A0A1C2HZ10	unreviewed	A0A1C2HZ10_ACITH	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB A6M23_17930 A6P07_17435	Acidithiobacillus thiooxidans (Thiobacillus thiooxidans)	310	phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088]		ATP binding [GO:0005524]; homoserine kinase activity [GO:0004413]	GO:0004413; GO:0005524; GO:0009088; GO:0016310
A0A257EAU8	A0A257EAU8	unreviewed	A0A257EAU8_9BURK	Xylose isomerase	CFE38_14910	Comamonadaceae bacterium PBBC1	291			isomerase activity [GO:0016853]	GO:0016853
D3E3J0	D3E3J0	unreviewed	D3E3J0_METRM	Xylose isomerase-like TIM barrel domain-containing protein	mru_1251	Methanobrevibacter ruminantium (strain ATCC 35063 / DSM 1093 / JCM 13430 / OCM 146 / M1) (Methanobacterium ruminantium)	255			isomerase activity [GO:0016853]	GO:0016853
A0A1I6P796	A0A1I6P796	unreviewed	A0A1I6P796_9BACI	Sugar phosphate isomerase/epimerase	SAMN05421668_101247	Halolactibacillus miurensis	259			isomerase activity [GO:0016853]	GO:0016853
C5XUW1	C5XUW1	unreviewed	C5XUW1_SORBI	APO domain-containing protein	SORBI_3004G179500	Sorghum bicolor (Sorghum) (Sorghum vulgare)	423			RNA binding [GO:0003723]	GO:0003723
A0A1M4M5N9	A0A1M4M5N9	unreviewed	A0A1M4M5N9_9FIRM	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	nfo3 nfo DW1_1394	Proteiniborus sp. DW1	277	DNA repair [GO:0006281]		deoxyribonuclease IV (phage-T4-induced) activity [GO:0008833]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	GO:0003677; GO:0006281; GO:0008270; GO:0008833
A0A0G2ZTW1	A0A0G2ZTW1	unreviewed	A0A0G2ZTW1_9DELT	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	nfo ATI61_102127	Archangium gephyra	265	DNA repair [GO:0006281]		deoxyribonuclease IV (phage-T4-induced) activity [GO:0008833]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	GO:0003677; GO:0006281; GO:0008270; GO:0008833
A0A060QE20	A0A060QE20	unreviewed	A0A060QE20_9PROT	AP endonuclease, family protein 2	ASAP_1105	Asaia bogorensis	310			endonuclease activity [GO:0004519]	GO:0004519
A0A239I6F6	A0A239I6F6	unreviewed	A0A239I6F6_9ACTN	Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	cysC SAMN05421812_102243	Asanoa hainanensis	500	hydrogen sulfide biosynthetic process [GO:0070814]; phosphorylation [GO:0016310]; sulfate assimilation [GO:0000103]		adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]	GO:0000103; GO:0004020; GO:0004781; GO:0005524; GO:0016310; GO:0070814
A0A1G5ZJV8	A0A1G5ZJV8	unreviewed	A0A1G5ZJV8_9HYPH	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	SAMN02927914_05224	Mesorhizobium qingshengii	503	tRNA threonylcarbamoyladenosine modification [GO:0002949]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]	GO:0002949; GO:0005524; GO:0005737
A0A0S9DAP0	A0A0S9DAP0	unreviewed	A0A0S9DAP0_9MICC	AP endonuclease	ASF21_00825	Arthrobacter sp. Leaf234	332	carbohydrate metabolic process [GO:0005975]		endonuclease activity [GO:0004519]	GO:0004519; GO:0005975
A0A1G0XIK1	A0A1G0XIK1	unreviewed	A0A1G0XIK1_9BACT	Xylose isomerase-like TIM barrel domain-containing protein	A2020_10490	Lentisphaerae bacterium GWF2_45_14	290				
A0A1X2I582	A0A1X2I582	unreviewed	A0A1X2I582_9FUNG	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	MET3 BCR42DRAFT_423799	Absidia repens	574	cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; methionine biosynthetic process [GO:0009086]; sulfate assimilation [GO:0000103]	cytoplasm [GO:0005737]	adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]	GO:0000103; GO:0004020; GO:0004781; GO:0005524; GO:0005737; GO:0009086; GO:0019344; GO:0070814
A0A0L0QTA5	A0A0L0QTA5	unreviewed	A0A0L0QTA5_VIRPA	Xylose isomerase	AFK71_03015	Virgibacillus pantothenticus	322			isomerase activity [GO:0016853]	GO:0016853
L8GXM3	L8GXM3	unreviewed	L8GXM3_ACACA	Phosphotransferase enzyme domain containing protein	ACA1_060450	Acanthamoeba castellanii str. Neff	761			transferase activity [GO:0016740]	GO:0016740
A0A037ZM63	A0A037ZM63	unreviewed	A0A037ZM63_9RHOB	Inosose dehydratase	ACMU_01495	Actibacterium mucosum KCTC 23349	299				
A0A1G6XWE9	A0A1G6XWE9	unreviewed	A0A1G6XWE9_9SPHN	Sugar phosphate isomerase/epimerase	SAMN05444678_1243	Sphingomonas sp. YR710	349			isomerase activity [GO:0016853]	GO:0016853
A0A136Q016	A0A136Q016	unreviewed	A0A136Q016_9FIRM	AP endonuclease, family 2	HMPREF3293_03073	Christensenella minuta	298			endonuclease activity [GO:0004519]	GO:0004519
A0A0R0CFZ3	A0A0R0CFZ3	unreviewed	A0A0R0CFZ3_9GAMM	HTH araC/xylS-type domain-containing protein	ABB26_06600	Stenotrophomonas humi	345			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
F4FFB1	F4FFB1	unreviewed	F4FFB1_MICM1	L-arabinose isomerase (EC 5.3.1.4)	araA VAB18032_19570	Micromonospora maris (strain DSM 45365 / JCM 31040 / NBRC 109089 / NRRL B-24793 / AB-18-032) (Verrucosispora maris)	500	L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]	cytoplasm [GO:0005737]	L-arabinose isomerase activity [GO:0008733]; manganese ion binding [GO:0030145]	GO:0005737; GO:0008733; GO:0019569; GO:0030145
A0A2A4GCR9	A0A2A4GCR9	unreviewed	A0A2A4GCR9_9FLAO	HTH araC/xylS-type domain-containing protein	B7P33_02845	Sediminicola luteus	297			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
A0A1G1P9D4	A0A1G1P9D4	unreviewed	A0A1G1P9D4_9BACT	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS A3D87_04745	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_50_17	859	leucyl-tRNA aminoacylation [GO:0006429]	cytoplasm [GO:0005737]	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]	GO:0002161; GO:0004823; GO:0005524; GO:0005737; GO:0006429
A0A0M2PNI9	A0A0M2PNI9	unreviewed	A0A0M2PNI9_9BACI	HTH araC/xylS-type domain-containing protein	WQ54_11905	Bacillus sp. SA1-12	290			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
A0A0H4QIL5	A0A0H4QIL5	unreviewed	A0A0H4QIL5_9LACO	AraC family transcriptional regulator	ABM34_02390	Companilactobacillus ginsenosidimutans	322			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
R9JXV8	R9JXV8	unreviewed	R9JXV8_9FIRM	HTH araC/xylS-type domain-containing protein	C808_02342	Lachnospiraceae bacterium M18-1	285			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
A0A255SX88	A0A255SX88	unreviewed	A0A255SX88_9BACT	AraC family transcriptional regulator	CIK99_06860	Prevotella sp. P5-92	286			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
A0A1G0Z5S0	A0A1G0Z5S0	unreviewed	A0A1G0Z5S0_9BACT	HTH araC/xylS-type domain-containing protein	A2017_15950	Lentisphaerae bacterium GWF2_44_16	287			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
A0A0Q2RAC7	A0A0Q2RAC7	unreviewed	A0A0Q2RAC7_MYCGO	HTH araC/xylS-type domain-containing protein	AO501_29490	Mycobacterium gordonae	309			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
A0A059VYR2	A0A059VYR2	unreviewed	A0A059VYR2_STRA9	AraC family transcriptional regulator (Transcriptional regulatory protein)	DC74_188 SALB_00988	Streptomyces noursei (Streptomyces albulus)	318			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
D1AEM0	D1AEM0	unreviewed	D1AEM0_THECD	Archease domain-containing protein	Tcur_2028	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	152	tRNA processing [GO:0008033]		metal ion binding [GO:0046872]	GO:0008033; GO:0046872
A0A0B0CU57	A0A0B0CU57	unreviewed	A0A0B0CU57_9BACI	Putative aromatic acid exporter C-terminal domain-containing protein	LD39_20865	Halobacillus sp. BBL2006	252		membrane [GO:0016020]		GO:0016020
A0A1H3K4I3	A0A1H3K4I3	unreviewed	A0A1H3K4I3_9EURY	Flagellin	SAMN04487946_1171	Halobellus clavatus	206	archaeal or bacterial-type flagellum-dependent cell motility [GO:0097588]	archaeal-type flagellum [GO:0097589]; membrane [GO:0016020]	structural molecule activity [GO:0005198]	GO:0005198; GO:0016020; GO:0097588; GO:0097589
W1NB38	W1NB38	unreviewed	W1NB38_9GAMM	HTH araC/xylS-type domain-containing protein	BJB45_15625	Halomonas huangheensis	312			DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	GO:0003700; GO:0043565
A0A0C3LVE8	A0A0C3LVE8	unreviewed	A0A0C3LVE8_9AGAM	DUF2421 domain-containing protein	M407DRAFT_25348	Tulasnella calospora MUT 4182	400		membrane [GO:0016020]		GO:0016020
A0A2A2J301	A0A2A2J301	unreviewed	A0A2A2J301_9BILA	ER membrane protein complex subunit 7 beta-sandwich domain-containing protein	WR25_01287	Diploscapter pachys	358		membrane [GO:0016020]	carbohydrate binding [GO:0030246]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0016020; GO:0030246
G2Q797	G2Q797	unreviewed	G2Q797_MYCTT	Arf-GAP domain-containing protein	MYCTH_2300415	Myceliophthora thermophila (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile)	660			GTPase activator activity [GO:0005096]	GO:0005096
A0A251RSP2	A0A251RSP2	unreviewed	A0A251RSP2_HELAN	Protein argonaute N-terminal domain-containing protein	HannXRQ_Chr17g0561061	Helianthus annuus (Common sunflower)	217				
A0A1Q3L4L6	A0A1Q3L4L6	unreviewed	A0A1Q3L4L6_9MICO	Formimidoylglutamase	BGN97_03105	Microbacterium sp. 69-10	299			hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813]; metal ion binding [GO:0046872]	GO:0016813; GO:0046872
K8FF62	K8FF62	unreviewed	K8FF62_9CHLO	Arf-GAP domain-containing protein	Bathy09g03850	Bathycoccus prasinos	753			GTPase activator activity [GO:0005096]	GO:0005096
A0A014N7N2	A0A014N7N2	unreviewed	A0A014N7N2_9GAMM	Arginine repressor	argR BG55_09480	Erwinia mallotivora	156	arginine biosynthetic process [GO:0006526]; protein complex oligomerization [GO:0051259]	cytoplasm [GO:0005737]	arginine binding [GO:0034618]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005737; GO:0006526; GO:0034618; GO:0051259
A0A1W9HYP4	A0A1W9HYP4	unreviewed	A0A1W9HYP4_9PROT	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG A4S15_06925	Proteobacteria bacterium SG_bin8	409	arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]	GO:0004055; GO:0005524; GO:0005737; GO:0006526
A0A1Q6YD64	A0A1Q6YD64	unreviewed	A0A1Q6YD64_9CHLR	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG AUH05_13790	Ktedonobacter sp. 13_2_20CM_53_11	413	arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]	GO:0004055; GO:0005524; GO:0005737; GO:0006526
A0A222X4Z2	A0A222X4Z2	unreviewed	A0A222X4Z2_9CELL	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS CBP52_00770	Cellulomonas sp. PSBB021	560	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
K0NJC3	K0NJC3	unreviewed	K0NJC3_DESTT	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS TOL2_C33940	Desulfobacula toluolica (strain DSM 7467 / Tol2)	555	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
A0A0N7HI50	A0A0N7HI50	unreviewed	A0A0N7HI50_9RHOB	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS IMCC12053_287	Celeribacter marinus	572	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
A0A1D9MD88	A0A1D9MD88	unreviewed	A0A1D9MD88_9RHOB	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS LPB142_10815	Rhodobacter sp. LPB0142	580	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
A0A166CLU6	A0A166CLU6	unreviewed	A0A166CLU6_9EURY	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS_1 argS MBCUT_20350	Methanobrevibacter cuticularis	602	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
T0Z4J7	T0Z4J7	unreviewed	T0Z4J7_9BACT	Arsenical pump-driving ATPase	D084_Lepto4C00409G0005	Leptospirillum sp. Group IV 'UBA BS'	173			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
W5N816	W5N816	unreviewed	W5N816_LEPOC	Arrestin domain-containing protein 3-like		Lepisosteus oculatus (Spotted gar)	318	protein transport [GO:0015031]	cytoplasm [GO:0005737]		GO:0005737; GO:0015031
A0A2G5VFI2	A0A2G5VFI2	unreviewed	A0A2G5VFI2_9PELO	Piwi domain-containing protein	Cni-hpo-24 Cnig_chr_I.g1399 B9Z55_001399	Caenorhabditis nigoni	902			nucleic acid binding [GO:0003676]	GO:0003676
A0A0N5BHI5	A0A0N5BHI5	unreviewed	A0A0N5BHI5_STREA	Arrestin_C domain-containing protein		Strongyloides papillosus (Intestinal threadworm)	327				
A0A1M3EEX4	A0A1M3EEX4	unreviewed	A0A1M3EEX4_9CELL	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS BGO38_02290	Cellulomonas sp. 73-145	559	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
A0A137S377	A0A137S377	unreviewed	A0A137S377_9GAMM	Glutathione-dependent thiol reductase	J122_3673	Marinobacter excellens LAMA 842	113				
A0A2K1KKB5	A0A2K1KKB5	unreviewed	A0A2K1KKB5_PHYPA	Uncharacterized protein	PHYPA_007880	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens)	310		cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0005634; GO:0005737
A6F3D7	A6F3D7	unreviewed	A6F3D7_9GAMM	Arsenate reductase (EC 1.20.4.1)	MDG893_09426	Marinobacter algicola DG893	117			arsenate reductase (glutaredoxin) activity [GO:0008794]	GO:0008794
A0A1F6QUQ5	A0A1F6QUQ5	unreviewed	A0A1F6QUQ5_9ARCH	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS A3K64_02120	Candidatus Micrarchaeota archaeon RBG_16_36_9	548	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
A0A1I1XT28	A0A1I1XT28	unreviewed	A0A1I1XT28_9BACT	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS SAMN05216167_110109	Spirosoma endophyticum	604	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420
A0A0B0MYR8	A0A0B0MYR8	unreviewed	A0A0B0MYR8_GOSAR	Atpase get3	F383_29465	Gossypium arboreum (Tree cotton) (Gossypium nanking)	380			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A158NXZ3	A0A158NXZ3	unreviewed	A0A158NXZ3_ATTCE	Uncharacterized protein	105625686	Atta cephalotes (Leafcutter ant)	204		membrane [GO:0016020]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016020
U4L6P8	U4L6P8	unreviewed	U4L6P8_PYROM	Similar to SWI/SNF chromatin-remodeling complex subunit sol1 acc. no. O74365	PCON_05287	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	1054			DNA binding [GO:0003677]	GO:0003677
C0QIC8	C0QIC8	unreviewed	C0QIC8_DESAH	Putative permease	HRM2_48240	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	338		plasma membrane [GO:0005886]		GO:0005886
G3VBD0	G3VBD0	unreviewed	G3VBD0_SARHA	NAD(P)(+)--arginine ADP-ribosyltransferase (EC 2.4.2.31) (Mono(ADP-ribosyl)transferase)	LOC100920457	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	289			NAD+-protein-arginine ADP-ribosyltransferase activity [GO:0106274]; nucleotidyltransferase activity [GO:0016779]	GO:0016779; GO:0106274
